,house_number,street,zipcode,boro,latitude,longitude,type_of_violation,status,year_of_violation
0,231,ECHO PLACE,10457,BRONX,40.849718,-73.90455,maintenance code violation,Open,2013
1,77-54,AUSTIN STREET,11375,QUEENS,40.714368,-73.835218,maintenance code violation,Close,2013
2,77-54,AUSTIN STREET,11375,QUEENS,40.714368,-73.835218,maintenance code violation,Close,2013
3,2136,MAPES AVENUE,10460,BRONX,40.847751,-73.884561,maintenance code violation,Close,2015
4,129,SENECA STREET,10310,STATEN ISLAND,40.631619,-74.117918,maintenance code violation,Close,2013
5,129,SENECA STREET,10310,STATEN ISLAND,40.631619,-74.117918,maintenance code violation,Close,2013
6,1722,HOBART AVENUE,10461,BRONX,40.846161,-73.830587,maintenance code violation,Open,2013
7,1722,HOBART AVENUE,10461,BRONX,40.846161,-73.830587,maintenance code violation,Open,2013
8,1141,TIFFANY STREET,10459,BRONX,40.82683,-73.894964,maintenance code violation,Close,2013
9,1141,TIFFANY STREET,10459,BRONX,40.82683,-73.894964,maintenance code violation,Close,2013
10,1141,TIFFANY STREET,10459,BRONX,40.82683,-73.894964,maintenance code violation,Close,2013
11,1141,TIFFANY STREET,10459,BRONX,40.82683,-73.894964,maintenance code violation,Close,2013
12,1141,TIFFANY STREET,10459,BRONX,40.82683,-73.894964,maintenance code violation,Close,2013
13,1722,HOBART AVENUE,10461,BRONX,40.846161,-73.830587,maintenance code violation,Open,2013
14,1722,HOBART AVENUE,10461,BRONX,40.846161,-73.830587,maintenance code violation,Open,2013
15,1722,HOBART AVENUE,10461,BRONX,40.846161,-73.830587,maintenance code violation,Open,2013
16,1722,HOBART AVENUE,10461,BRONX,40.846161,-73.830587,maintenance code violation,Close,2014
17,2913,MIDDLETOWN ROAD,10461,BRONX,40.843576,-73.83252,maintenance code violation,Close,2013
18,1722,HOBART AVENUE,10461,BRONX,40.846161,-73.830587,maintenance code violation,Open,2014
19,1722,HOBART AVENUE,10461,BRONX,40.846161,-73.830587,maintenance code violation,Open,2014
20,1722,HOBART AVENUE,10461,BRONX,40.846161,-73.830587,maintenance code violation,Open,2014
21,3770,BROADWAY,10032,MANHATTAN,40.833831,-73.945036,maintenance code violation,Close,2013
22,1744,MERRILL STREET,10460,BRONX,40.836666,-73.869713,maintenance code violation,Close,2021
23,465,WEST 152 STREET,10031,MANHATTAN,40.829134,-73.943146,maintenance code violation,Close,2021
24,1722,HOBART AVENUE,10461,BRONX,40.846161,-73.830587,maintenance code violation,Open,2014
25,1722,HOBART AVENUE,10461,BRONX,40.846161,-73.830587,maintenance code violation,Close,2014
26,265,EAST 78 STREET,10075,MANHATTAN,40.773035,-73.956426,maintenance code violation,Close,2014
27,265,EAST 78 STREET,10075,MANHATTAN,40.773035,-73.956426,maintenance code violation,Close,2014
28,37-40,81 STREET,11372,QUEENS,40.749307,-73.885187,maintenance code violation,Close,2021
29,1215,AVENUE N,11230,BROOKLYN,40.615347,-73.962133,maintenance code violation,Close,2021
30,888,EAST 96 STREET,11236,BROOKLYN,40.648017,-73.906903,maintenance code violation,Close,2014
31,364,LINCOLN PLACE,11238,BROOKLYN,40.67304,-73.964094,maintenance code violation,Close,2021
32,379,MENAHAN STREET,11237,BROOKLYN,40.701836,-73.913454,maintenance code violation,Close,2021
33,1726,AMSTERDAM AVENUE,10031,MANHATTAN,40.825515,-73.947413,maintenance code violation,Close,2014
34,195,MADISON STREET,10002,MANHATTAN,40.712608,-73.990549,maintenance code violation,Close,2021
35,454,BARRETT AVENUE,10473,BRONX,40.815857,-73.854685,maintenance code violation,Close,2014
36,109,EAST 153 STREET,10451,BRONX,40.823932,-73.928033,maintenance code violation,Close,2013
37,2031,OCEAN AVENUE,11230,BROOKLYN,40.612377,-73.953858,maintenance code violation,Open,2019
38,3195,DECATUR AVENUE,10467,BRONX,40.873825,-73.875588,maintenance code violation,Close,2013
39,726,EAST 217 STREET,10467,BRONX,40.881836,-73.862573,maintenance code violation,Close,2013
40,1101,CLARKSON AVENUE,11212,BROOKLYN,40.660149,-73.921621,maintenance code violation,Open,2013
41,1101,CLARKSON AVENUE,11212,BROOKLYN,40.660149,-73.921621,maintenance code violation,Open,2013
42,1064,MANOR AVENUE,10472,BRONX,40.825543,-73.875585,maintenance code violation,Open,2013
43,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
44,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
45,1101,CLARKSON AVENUE,11212,BROOKLYN,40.660149,-73.921621,maintenance code violation,Open,2013
46,77-54,AUSTIN STREET,11375,QUEENS,40.714368,-73.835218,maintenance code violation,Close,2014
47,1343,PROSPECT AVENUE,10459,BRONX,40.829714,-73.89746,maintenance code violation,Close,2014
48,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
49,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
50,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
51,2001,WOODBINE STREET,11385,QUEENS,40.70563,-73.903635,maintenance code violation,Close,2021
52,72-06,69 STREET,11385,QUEENS,40.701545,-73.882741,maintenance code violation,Close,2014
53,72-06,69 STREET,11385,QUEENS,40.701545,-73.882741,maintenance code violation,Close,2014
54,72-06,69 STREET,11385,QUEENS,40.701545,-73.882741,maintenance code violation,Close,2014
55,505,MC DONALD AVENUE,11218,BROOKLYN,40.641882,-73.979249,maintenance code violation,Close,2013
56,116-21,148 STREET,11436,QUEENS,40.681773,-73.793457,maintenance code violation,Close,2013
57,425,ROCKAWAY PARKWAY,11212,BROOKLYN,40.657636,-73.916225,maintenance code violation,Close,2020
58,378,EAST 52 STREET,11203,BROOKLYN,40.651441,-73.928406,maintenance code violation,Close,2020
59,4535,PARK AVENUE,10457,BRONX,40.855498,-73.894857,maintenance code violation,Close,2020
60,4535,PARK AVENUE,10457,BRONX,40.855498,-73.894857,maintenance code violation,Close,2020
61,920,TAYLOR AVENUE,10473,BRONX,40.824236,-73.863653,maintenance code violation,Close,2020
62,77-54,AUSTIN STREET,11375,QUEENS,40.714368,-73.835218,maintenance code violation,Close,2014
63,177,CHRYSTIE STREET,10002,MANHATTAN,40.721071,-73.992341,maintenance code violation,Open,2015
64,177,CHRYSTIE STREET,10002,MANHATTAN,40.721071,-73.992341,maintenance code violation,Open,2015
65,177,CHRYSTIE STREET,10002,MANHATTAN,40.721071,-73.992341,maintenance code violation,Open,2015
66,225,23 STREET,11232,BROOKLYN,40.660628,-73.995235,maintenance code violation,Close,2020
67,90-19,169 STREET,11432,QUEENS,40.708201,-73.791557,maintenance code violation,Close,2013
68,97,NEPTUNE AVENUE,11235,BROOKLYN,40.582449,-73.957652,maintenance code violation,Close,2021
69,97,NEPTUNE AVENUE,11235,BROOKLYN,40.582449,-73.957652,maintenance code violation,Open,2021
70,97,NEPTUNE AVENUE,11235,BROOKLYN,40.582449,-73.957652,maintenance code violation,Open,2021
71,97,NEPTUNE AVENUE,11235,BROOKLYN,40.582449,-73.957652,maintenance code violation,Open,2021
72,97,NEPTUNE AVENUE,11235,BROOKLYN,40.582449,-73.957652,maintenance code violation,Open,2021
73,1890,WALTON AVENUE,10453,BRONX,40.849519,-73.909293,maintenance code violation,Close,2021
74,96,BRISTOL STREET,11212,BROOKLYN,40.66875,-73.912444,maintenance code violation,Open,2021
75,552,WEST 185 STREET,10033,MANHATTAN,40.851277,-73.931018,maintenance code violation,Close,2021
76,552,WEST 185 STREET,10033,MANHATTAN,40.851277,-73.931018,maintenance code violation,Close,2021
77,228,BAY 43 STREET,11214,BROOKLYN,40.590735,-73.989893,maintenance code violation,Close,2021
78,192,HEBERTON AVENUE,10302,STATEN ISLAND,40.635605,-74.132229,maintenance code violation,Open,2021
79,552,WEST 185 STREET,10033,MANHATTAN,40.851277,-73.931018,maintenance code violation,Close,2021
80,177,CHRYSTIE STREET,10002,MANHATTAN,40.721071,-73.992341,maintenance code violation,Open,2015
81,7801,3 AVENUE,11209,BROOKLYN,40.629183,-74.028713,maintenance code violation,Open,2020
82,177,CHRYSTIE STREET,10002,MANHATTAN,40.721071,-73.992341,maintenance code violation,Open,2015
83,177,CHRYSTIE STREET,10002,MANHATTAN,40.721071,-73.992341,maintenance code violation,Open,2015
84,552,WEST 185 STREET,10033,MANHATTAN,40.851277,-73.931018,maintenance code violation,Close,2021
85,552,WEST 185 STREET,10033,MANHATTAN,40.851277,-73.931018,maintenance code violation,Close,2021
86,552,WEST 185 STREET,10033,MANHATTAN,40.851277,-73.931018,maintenance code violation,Close,2021
87,640,KOSCIUSZKO STREET,11221,BROOKLYN,40.693785,-73.927921,maintenance code violation,Close,2015
88,1115,JEROME AVENUE,10452,BRONX,40.834637,-73.924299,maintenance code violation,Close,2021
89,2260,WASHINGTON AVENUE,10457,BRONX,40.854869,-73.893445,maintenance code violation,Close,2021
90,218,EAST 79 STREET,10075,MANHATTAN,40.774012,-73.956678,maintenance code violation,Close,2015
91,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
92,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
93,268,EAST 181 STREET,10457,BRONX,40.854185,-73.899844,maintenance code violation,Close,2013
94,560,WEST 160 STREET,10032,MANHATTAN,40.835397,-73.942262,maintenance code violation,Close,2013
95,40,ARDEN STREET,10040,MANHATTAN,40.862067,-73.927229,maintenance code violation,Close,2015
96,560,WEST 160 STREET,10032,MANHATTAN,40.835397,-73.942262,maintenance code violation,Close,2013
97,560,WEST 160 STREET,10032,MANHATTAN,40.835397,-73.942262,maintenance code violation,Close,2013
98,150-36,118 AVENUE,11434,QUEENS,40.679851,-73.791599,maintenance code violation,Close,2013
99,4424,10 AVENUE,11219,BROOKLYN,40.64164,-73.996008,maintenance code violation,Close,2015
100,97,HART STREET,11206,BROOKLYN,40.693312,-73.947636,maintenance code violation,Close,2021
101,157-30,96 STREET,11414,QUEENS,40.662317,-73.837729,maintenance code violation,Close,2021
102,137-29,81 STREET,11414,QUEENS,40.669811,-73.854167,maintenance code violation,Close,2021
103,117,BROOK STREET,10301,STATEN ISLAND,40.636775,-74.084599,maintenance code violation,Close,2015
104,8517,3 AVENUE,11209,BROOKLYN,40.624097,-74.030789,maintenance code violation,Close,2013
105,8517,3 AVENUE,11209,BROOKLYN,40.624097,-74.030789,maintenance code violation,Close,2013
106,515,CATHEDRAL PARKWAY,10025,MANHATTAN,40.803336,-73.964707,maintenance code violation,Close,2016
107,515,CATHEDRAL PARKWAY,10025,MANHATTAN,40.803336,-73.964707,maintenance code violation,Close,2016
108,515,CATHEDRAL PARKWAY,10025,MANHATTAN,40.803336,-73.964707,maintenance code violation,Close,2016
109,1941,OCEAN AVENUE,11230,BROOKLYN,40.614647,-73.954289,maintenance code violation,Close,2013
110,1941,OCEAN AVENUE,11230,BROOKLYN,40.614647,-73.954289,maintenance code violation,Close,2013
111,1941,OCEAN AVENUE,11230,BROOKLYN,40.614647,-73.954289,maintenance code violation,Close,2013
112,1941,OCEAN AVENUE,11230,BROOKLYN,40.614647,-73.954289,maintenance code violation,Close,2013
113,2243,WEST 7 STREET,11223,BROOKLYN,40.593321,-73.97791,maintenance code violation,Close,2021
114,3770,BROADWAY,10032,MANHATTAN,40.833831,-73.945036,maintenance code violation,Close,2013
115,58-37,WALDRON STREET,11368,QUEENS,40.739034,-73.852049,maintenance code violation,Close,2021
116,2874,GRAND CONCOURSE,10458,BRONX,40.870656,-73.890115,maintenance code violation,Close,2013
117,1941,OCEAN AVENUE,11230,BROOKLYN,40.614647,-73.954289,maintenance code violation,Close,2013
118,3046,HOLLAND AVENUE,10467,BRONX,40.870215,-73.865236,maintenance code violation,Close,2021
119,636,WEST 172 STREET,10032,MANHATTAN,40.844165,-73.939573,maintenance code violation,Open,2016
120,1654,UNION STREET,11213,BROOKLYN,40.667946,-73.933569,maintenance code violation,Close,2013
121,1492,AMSTERDAM AVENUE,10031,MANHATTAN,40.818022,-73.952888,maintenance code violation,Close,2021
122,117-33,135 STREET,11420,QUEENS,40.67703,-73.804414,maintenance code violation,Close,2016
123,117-33,135 STREET,11420,QUEENS,40.67703,-73.804414,maintenance code violation,Close,2016
124,20,SHERMAN AVENUE,10040,MANHATTAN,40.862669,-73.928479,maintenance code violation,Close,2016
125,515,CATHEDRAL PARKWAY,10025,MANHATTAN,40.803336,-73.964707,maintenance code violation,Close,2016
126,208,TAPSCOTT STREET,11212,BROOKLYN,40.663008,-73.919729,maintenance code violation,Open,2016
127,1654,UNION STREET,11213,BROOKLYN,40.667946,-73.933569,maintenance code violation,Close,2013
128,73,LINDEN STREET,11221,BROOKLYN,40.691902999999996,-73.920888,maintenance code violation,Close,2021
129,1505,TOWNSEND AVENUE,10452,BRONX,40.84234,-73.915038,maintenance code violation,Close,2014
130,20,SHERMAN AVENUE,10040,MANHATTAN,40.862669,-73.928479,maintenance code violation,Close,2016
131,265,EAST 78 STREET,10075,MANHATTAN,40.773035,-73.956426,maintenance code violation,Close,2016
132,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Close,2016
133,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Close,2016
134,515,CATHEDRAL PARKWAY,10025,MANHATTAN,40.803336,-73.964707,maintenance code violation,Close,2016
135,133,SUNNYSIDE AVENUE,11207,BROOKLYN,40.681554,-73.892283,maintenance code violation,Open,2016
136,1466,GRAND CONCOURSE,10457,BRONX,40.840612,-73.912796,maintenance code violation,Close,2019
137,1466,GRAND CONCOURSE,10457,BRONX,40.840612,-73.912796,maintenance code violation,Close,2019
138,1466,GRAND CONCOURSE,10457,BRONX,40.840612,-73.912796,maintenance code violation,Close,2019
139,3770,BROADWAY,10032,MANHATTAN,40.833831,-73.945036,maintenance code violation,Close,2013
140,69-01,62 STREET,11385,QUEENS,40.703934,-73.894693,maintenance code violation,Open,2016
141,69-01,62 STREET,11385,QUEENS,40.703934,-73.894693,maintenance code violation,Open,2016
142,69-01,62 STREET,11385,QUEENS,40.703934,-73.894693,maintenance code violation,Open,2016
143,4311,4 AVENUE,11232,BROOKLYN,40.650261,-74.00862,maintenance code violation,Close,2020
144,4311,4 AVENUE,11232,BROOKLYN,40.650261,-74.00862,maintenance code violation,Close,2020
145,382,SOUTH 4 STREET,11211,BROOKLYN,40.708111,-73.952584,maintenance code violation,Open,2020
146,144-35,ROOSEVELT AVENUE,11354,QUEENS,40.762009,-73.820675,maintenance code violation,Close,2020
147,1707,TOPPING AVENUE,10457,BRONX,40.844395,-73.905801,maintenance code violation,Close,2020
148,1880,EAST 4 STREET,11223,BROOKLYN,40.604202,-73.96904,maintenance code violation,Open,2021
149,409,SUYDAM STREET,11237,BROOKLYN,40.705749,-73.920157,maintenance code violation,Close,2013
150,530,ST PAULS PLACE,10456,BRONX,40.835782,-73.902369,maintenance code violation,Close,2013
151,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
152,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
153,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
154,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
155,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
156,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
157,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
158,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
159,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
160,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
161,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
162,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
163,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
164,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
165,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
166,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
167,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
168,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
169,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
170,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
171,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
172,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
173,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
174,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
175,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
176,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
177,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
178,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
179,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
180,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
181,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
182,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
183,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
184,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
185,140-68A,BURDEN CRESCENT,11435,QUEENS,40.711268,-73.816198,maintenance code violation,Close,2021
186,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
187,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
188,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
189,1654,UNION STREET,11213,BROOKLYN,40.667946,-73.933569,maintenance code violation,Close,2013
190,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
191,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
192,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
193,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
194,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
195,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
196,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
197,305,LINDEN BOULEVARD,11226,BROOKLYN,40.652745,-73.948017,maintenance code violation,Close,2021
198,28,WEST 11 STREET,10011,MANHATTAN,40.734487,-73.99615,maintenance code violation,Close,2021
199,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
200,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
201,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
202,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
203,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
204,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
205,169,NEW YORK AVENUE,11216,BROOKLYN,40.674401,-73.947279,maintenance code violation,Close,2020
206,1231,WHITE PLAINS ROAD,10472,BRONX,40.831445,-73.862052,maintenance code violation,Open,2021
207,348,MAPLE STREET,11225,BROOKLYN,40.660905,-73.949222,maintenance code violation,Close,2021
208,1314,SENECA AVENUE,10474,BRONX,40.81894,-73.886981,maintenance code violation,Close,2021
209,2917,GRAND CONCOURSE,10468,BRONX,40.871349,-73.88895,maintenance code violation,Close,2016
210,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
211,223,EAST 78 STREET,10075,MANHATTAN,40.773317,-73.957101,maintenance code violation,Close,2016
212,432,EAST 116 STREET,10029,MANHATTAN,40.795481,-73.934189,maintenance code violation,Close,2013
213,2217,CATON AVENUE,11226,BROOKLYN,40.652781,-73.956775,maintenance code violation,Open,2021
214,79,ST MARKS PLACE,10003,MANHATTAN,40.727814,-73.985792,maintenance code violation,Close,2020
215,221,WEST 139 STREET,10030,MANHATTAN,40.818363,-73.943047,maintenance code violation,Close,2016
216,3440,GATES PLACE,10467,BRONX,40.882896,-73.883618,maintenance code violation,Close,2021
217,79,ST MARKS PLACE,10003,MANHATTAN,40.727814,-73.985792,maintenance code violation,Close,2020
218,79,ST MARKS PLACE,10003,MANHATTAN,40.727814,-73.985792,maintenance code violation,Open,2020
219,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
220,242,EAST 79 STREET,10075,MANHATTAN,40.77385,-73.956292,maintenance code violation,Close,2016
221,274,EAST 3 STREET,10009,MANHATTAN,40.721478,-73.980155,maintenance code violation,Close,2020
222,143-09,BARCLAY AVENUE,11355,QUEENS,40.759183,-73.823065,maintenance code violation,Close,2013
223,87,EAST 53 STREET,11203,BROOKLYN,40.658001,-73.928111,maintenance code violation,Close,2021
224,2380,HUGHES AVENUE,10458,BRONX,40.854821,-73.887181,maintenance code violation,Close,2021
225,230,PRESIDENT STREET,11231,BROOKLYN,40.682145,-73.997718,maintenance code violation,Open,2016
226,230,PRESIDENT STREET,11231,BROOKLYN,40.682145,-73.997718,maintenance code violation,Open,2016
227,334,WEST 37 STREET,10018,MANHATTAN,40.754557,-73.9932,maintenance code violation,Close,2020
228,1466,GRAND CONCOURSE,10457,BRONX,40.840612,-73.912796,maintenance code violation,Close,2020
229,901,EAST 76 STREET,11236,BROOKLYN,40.633526,-73.916122,maintenance code violation,Open,2021
230,3929,CARPENTER AVENUE,10466,BRONX,40.887543,-73.864,maintenance code violation,Close,2020
231,117-33,135 STREET,11420,QUEENS,40.67703,-73.804414,maintenance code violation,Close,2017
232,1840,SEDGWICK AVENUE,10453,BRONX,40.852896,-73.918086,maintenance code violation,Close,2020
233,795,COLUMBUS AVENUE,10025,MANHATTAN,40.794559,-73.966272,maintenance code violation,Close,2021
234,1670,EAST 174 STREET,10472,BRONX,40.834337,-73.873154,maintenance code violation,Close,2021
235,646,RUTLAND ROAD,11203,BROOKLYN,40.660099,-73.939178,maintenance code violation,Close,2021
236,700,EAST NEW YORK AVENUE,11203,BROOKLYN,40.662251,-73.939554,maintenance code violation,Open,2021
237,795,COLUMBUS AVENUE,10025,MANHATTAN,40.794559,-73.966272,maintenance code violation,Open,2021
238,99,MAC DOUGAL STREET,11233,BROOKLYN,40.679483,-73.917986,maintenance code violation,Close,2013
239,99,MAC DOUGAL STREET,11233,BROOKLYN,40.679483,-73.917986,maintenance code violation,Close,2013
240,3380,NOSTRAND AVENUE,11229,BROOKLYN,40.601664,-73.942133,maintenance code violation,Close,2014
241,735,LINCOLN AVENUE,11208,BROOKLYN,40.671074,-73.866042,maintenance code violation,Close,2021
242,1635,UNION STREET,11213,BROOKLYN,40.668096,-73.935991,maintenance code violation,Close,2020
243,1620,PROSPECT PLACE,11233,BROOKLYN,40.672828,-73.923037,maintenance code violation,Close,2020
244,117-33,135 STREET,11420,QUEENS,40.67703,-73.804414,maintenance code violation,Close,2017
245,29,BROOKLYN AVENUE,11216,BROOKLYN,40.678953,-73.944071,maintenance code violation,Close,2020
246,2625,GRAND CONCOURSE,10468,BRONX,40.865154,-73.895088,maintenance code violation,Close,2020
247,117-33,135 STREET,11420,QUEENS,40.67703,-73.804414,maintenance code violation,Close,2017
248,534,EAST 138 STREET,10454,BRONX,40.807106,-73.9182,maintenance code violation,Close,2021
249,1802,AMSTERDAM AVENUE,10031,MANHATTAN,40.827971,-73.945619,maintenance code violation,Close,2013
250,1580,THIERIOT AVENUE,10460,BRONX,40.840063,-73.866078,maintenance code violation,Close,2015
251,918,GERARD AVENUE,10452,BRONX,40.828763,-73.924183,maintenance code violation,Open,2021
252,4202,CHURCH AVENUE,11203,BROOKLYN,40.651375,-73.937924,maintenance code violation,Close,2020
253,1231,WHITE PLAINS ROAD,10472,BRONX,40.831445,-73.862052,maintenance code violation,Open,2021
254,84,WEST 188 STREET,10468,BRONX,40.86419,-73.903354,maintenance code violation,Close,2020
255,1131,OGDEN AVENUE,10452,BRONX,40.836286,-73.927496,maintenance code violation,Close,2021
256,1020,45 STREET,11219,BROOKLYN,40.640904,-73.995831,maintenance code violation,Close,2021
257,601,PARK PLACE,11238,BROOKLYN,40.674496,-73.958221,maintenance code violation,Close,2020
258,601,PARK PLACE,11238,BROOKLYN,40.674496,-73.958221,maintenance code violation,Close,2020
259,246,PRESIDENT STREET,11231,BROOKLYN,40.682007,-73.997235,maintenance code violation,Open,2013
260,338,SOUTH 3 STREET,11211,BROOKLYN,40.709289,-73.953719,maintenance code violation,Close,2013
261,1231,WHITE PLAINS ROAD,10472,BRONX,40.831445,-73.862052,maintenance code violation,Close,2013
262,1231,WHITE PLAINS ROAD,10472,BRONX,40.831445,-73.862052,maintenance code violation,Close,2013
263,1231,WHITE PLAINS ROAD,10472,BRONX,40.831445,-73.862052,maintenance code violation,Close,2013
264,246,PRESIDENT STREET,11231,BROOKLYN,40.682007,-73.997235,maintenance code violation,Close,2013
265,246,PRESIDENT STREET,11231,BROOKLYN,40.682007,-73.997235,maintenance code violation,Close,2013
266,246,PRESIDENT STREET,11231,BROOKLYN,40.682007,-73.997235,maintenance code violation,Close,2013
267,503,COLUMBUS AVENUE,10024,MANHATTAN,40.785361,-73.972982,maintenance code violation,Close,2020
268,3770,BROADWAY,10032,MANHATTAN,40.833831,-73.945036,maintenance code violation,Close,2013
269,503,COLUMBUS AVENUE,10024,MANHATTAN,40.785361,-73.972982,maintenance code violation,Close,2020
270,10,MAPLE STREET,11225,BROOKLYN,40.660243,-73.959888,maintenance code violation,Close,2020
271,2706,BEVERLY ROAD,11226,BROOKLYN,40.644962,-73.951602,maintenance code violation,Close,2020
272,426,ROCKAWAY PARKWAY,11212,BROOKLYN,40.657617,-73.916232,maintenance code violation,Close,2020
273,250,EAST 29 STREET,11226,BROOKLYN,40.643844,-73.949812,maintenance code violation,Close,2020
274,106-45,156 STREET,11433,QUEENS,40.696792,-73.798045,maintenance code violation,Close,2017
275,106-45,156 STREET,11433,QUEENS,40.696792,-73.798045,maintenance code violation,Close,2017
276,106-45,156 STREET,11433,QUEENS,40.696792,-73.798045,maintenance code violation,Close,2017
277,37-40,81 STREET,11372,QUEENS,40.749307,-73.885187,maintenance code violation,Close,2021
278,37-40,81 STREET,11372,QUEENS,40.749307,-73.885187,maintenance code violation,Close,2021
279,37-40,81 STREET,11372,QUEENS,40.749307,-73.885187,maintenance code violation,Close,2021
