,house_number,street,zipcode,boro,latitude,longitude,type_of_violation,status,year_of_violation
1108,65,FRANKLIN STREET,10013,MANHATTAN,40.7190006,-74.0066793,DOB Violation,Open,2022
1109,760,BROADWAY,11206,BROOKLYN,40.7000538,-73.9417768,DOB Violation,Close,2021
1110,274,GRAND STREET,10002,MANHATTAN,40.71805699999999,-73.99276449999999,DOB Violation,Open,2022
1111,139-19,31 ROAD,102213,4,6.5988732,3.2794470000000002,DOB Violation,Close,2021
1112,525,NEPTUNE AVE,11224,BROOKLYN,40.5811296,-73.9734833,DOB Violation,Close,2020
1113,246,5TH AVE,10001,MANHATTAN,40.7447651,-73.9878047,DOB Violation,Close,2018
1114,2780,WEST 5 STREET,11224,BROOKLYN,40.5812821,-73.97199789999999,DOB Violation,Close,2020
1115,201,EDWARD CURRY AVENUE,10314,STATEN ISLAND,40.6112561,-74.1839044,DOB Violation,Close,2018
1116,155,EAST 44 ST,10017,MANHATTAN,40.7523975,-73.9742813,DOB Violation,Close,2020
1117,353,W 57 ST,10019,MANHATTAN,40.767942,-73.9853258,DOB Violation,Close,2021
1118,760,BROADWAY,11206,BROOKLYN,40.7000538,-73.9417768,DOB Violation,Close,2020
1119,17,EAST 70 STREET,10021,MANHATTAN,40.7708506,-73.9666342,DOB Violation,Close,2012
1120,353,W 57 ST,10019,MANHATTAN,40.767942,-73.9853258,DOB Violation,Close,2018
1121,433,NEPTUNE.AVE,11224,BROOKLYN,40.58093239999999,-73.9695023,DOB Violation,Close,2020
1122,135-20,39 AVENUE,11354,4,40.7596675,-73.83138579999999,DOB Violation,Close,2020
1123,433,NEPTUNE.AVE,11224,BROOKLYN,40.58093239999999,-73.9695023,DOB Violation,Close,2020
1124,21,ROE STREET,6003,STATEN ISLAND,-31.9496895,115.8580629,DOB Violation,Close,2018
1125,2780,WEST 5 STREET,11224,BROOKLYN,40.5812821,-73.97199789999999,DOB Violation,Close,2020
1126,63,WEST 127 STREET,10027,MANHATTAN,40.8088316,-73.9435365,DOB Violation,Open,2022
1127,2830,OCEAN PKWY,11224,BROOKLYN,40.5808365,-73.9681051,DOB Violation,Close,2020
1128,2460,FLATBUSH AVE,11234,BROOKLYN,40.6101236,-73.9235266,DOB Violation,Close,2014
1129,30-11,QUEENS BOULEVARD,11375,4,40.7251558,-73.85111959999999,DOB Violation,Open,2013
1130,760,BROADWAY,11206,BROOKLYN,40.7000538,-73.9417768,DOB Violation,Close,2021
1131,1000,PELHAM PARKWAY S,10461,BRONX,40.856654,-73.859503,DOB Violation,Close,2021
1132,2341,ADAM CLAYTON POWELL JR BOULEVARD,10036,MANHATTAN,40.7577051,-73.9857438,DOB Violation,Close,2022
1133,525,NEPTUNE AVE,11224,BROOKLYN,40.5811296,-73.9734833,DOB Violation,Close,2020
1134,41,W 33RD ST,10001,MANHATTAN,40.7488071,-73.9869958,DOB Violation,Close,2021
1135,2777,WEST 5 STREET,11223,BROOKLYN,40.5934772,-73.9759118,DOB Violation,Close,2020
1136,430,EAST 158 STREET,10451,BRONX,40.8218167,-73.91374259999999,DOB Violation,Open,2022
1137,99-30,59 AVENUE,85302,Q,33.5758575,-112.1867545,DOB Violation,Close,2018
1138,17,EAST   70 STREET,10021,MANHATTAN,40.7708506,-73.9666342,DOB Violation,Close,2011
1139,130-03,HILLSIDE AVENUE,11415,4,40.7038612,-73.8222684,DOB Violation,Close,2022
1140,24,GROVE STREET,10304,STATEN ISLAND,40.6269335,-74.081771,DOB Violation,Open,2022
1141,1713,MADISON AVENUE,10029,MANHATTAN,40.798229,-73.9457,DOB Violation,Close,2022
1142,25,WEST 35 STREET,10018,MANHATTAN,40.7498423,-73.9852925,DOB Violation,Close,2013
1143,2829,OCEAN PARKWAY,11235,BROOKLYN,40.5807644,-73.9667949,DOB Violation,Close,2017
1144,135,AVENUE P,11204,BROOKLYN,40.6080123,-73.9829111,DOB Violation,Close,2021
1145,246,5TH AVE,10001,MANHATTAN,40.7447651,-73.9878047,DOB Violation,Close,2019
1146,1000,PELHAM PARKWAY S,10461,BRONX,40.856654,-73.859503,DOB Violation,Close,2021
1147,1,DEKALB AVENUE,11201,BROOKLYN,40.6909398,-73.9830629,DOB Violation,Close,2021
1148,1000,PELHAM PARKWAY S,10461,BRONX,40.856654,-73.859503,DOB Violation,Close,2019
1149,114-54,SUTPHIN BOULEVARD,11436,4,40.68485889999999,-73.7930707,DOB Violation,Open,2022
1150,2780,WEST 5 STREET,11224,BROOKLYN,40.5812821,-73.97199789999999,DOB Violation,Close,2020
1151,425,MORRIS AVENUE,10451,BRONX,40.8158771,-73.9239285,DOB Violation,Close,2020
1152,335,SUMPTER STREET,11233,BROOKLYN,40.6810639,-73.911744,DOB Violation,Open,2022
1153,111,HICKS STREET,11201,BROOKLYN,40.6980797,-73.9942646,DOB Violation,Close,2022
1154,130,EAST 18TH ST,7524,BROOKLYN,40.925996,-74.1533884,DOB Violation,Close,2021
1155,1825,ANTHONY AVENUE,10457,BRONX,40.8469312,-73.9039859,DOB Violation,Close,2022
1156,290,WILD AVENUE,10314,STATEN ISLAND,40.5868106,-74.1910132,DOB Violation,Close,2022
1157,154,W 14TH ST,10011,MANHATTAN,40.7382666,-73.9993219,DOB Violation,Close,2020
1158,2465,JEROME AVE,10468,BRONX,40.8632281,-73.9010649,DOB Violation,Close,2020
1159,401,EAST 102 STREET,10029,MANHATTAN,40.7875537,-73.9411485,DOB Violation,Close,2022
1160,95,EVERGREEN AVE,11206,BROOKLYN,40.7001046,-73.9322219,DOB Violation,Close,2021
1161,220,BEACH 30 STREET,11691,4,40.5954006,-73.76265579999999,DOB Violation,Open,2022
1162,1656,51 STREET,10019,BROOKLYN,40.7632683,-73.9864745,DOB Violation,Open,2022
1163,433,NEPTUNE.AVE,11224,BROOKLYN,40.58093239999999,-73.9695023,DOB Violation,Close,2020
1164,525,NEPTUNE AVE,11224,BROOKLYN,40.5811296,-73.9734833,DOB Violation,Close,2021
1165,340,EAST 74 ST,10021,MANHATTAN,40.7693044,-73.95577639999999,DOB Violation,Close,2017
1166,160,FRANKLIN STREET,10013,MANHATTAN,40.7190006,-74.0066793,DOB Violation,Close,2021
1167,1825,EASTCHESTER ROAD,10461,BRONX,40.8485983,-73.8461914,DOB Violation,Close,2017
1168,2830,OCEAN PKWY,11224,BROOKLYN,40.5808365,-73.9681051,DOB Violation,Close,2020
1169,2829,OCEAN PARKWAY,11235,BROOKLYN,40.5807644,-73.9667949,DOB Violation,Close,2019
1170,2830,OCEAN PKWY,11224,BROOKLYN,40.5808365,-73.9681051,DOB Violation,Close,2020
1171,91-14,CORONA AVENUE,11373,4,40.7422762,-73.8730054,DOB Violation,Close,2017
1172,525,NEPTUNE AVE,11224,BROOKLYN,40.5811296,-73.9734833,DOB Violation,Close,2020
1173,114-51,145 STREET,10039,4,40.8206633,-73.937417,DOB Violation,Close,2011
1174,89-34,162 STREET,10452,4,40.8315201,-73.9292727,DOB Violation,Close,2021
1175,55,E 88 ST,10128,MANHATTAN,40.7794494,-73.9514135,DOB Violation,Close,2018
1176,160,EAST 65 STREET,10065,MANHATTAN,40.7668879,-73.9675776,DOB Violation,Close,2022
1177,433,NEPTUNE.AVE,11224,BROOKLYN,40.58093239999999,-73.9695023,DOB Violation,Close,2020
1178,2830,OCEAN PKWY,11224,BROOKLYN,40.5808365,-73.9681051,DOB Violation,Close,2020
1179,38-43,12 STREET,11101,4,40.756924,-73.941626,DOB Violation,Close,2021
1180,308,WEST 36 STREET,10018,MANHATTAN,40.7534937,-73.9933858,DOB Violation,Close,2018
1181,17,EAST 70 STREET,10021,MANHATTAN,40.7708506,-73.9666342,DOB Violation,Close,2013
1182,12,SIMMONS LANE,3160,STATEN ISLAND,-37.9309145,145.3628552,DOB Violation,Close,2018
1183,353,W 57 ST,10019,MANHATTAN,40.767942,-73.9853258,DOB Violation,Close,2021
1184,130,EAST 18TH ST,7524,BROOKLYN,40.925996,-74.1533884,DOB Violation,Close,2020
1185,18,JACOBUS PL,10034,MANHATTAN,40.8753299,-73.91133599999999,DOB Violation,Close,2021
1186,353,W 57 ST,10019,MANHATTAN,40.767942,-73.9853258,DOB Violation,Close,2018
1187,246,5TH AVE,10001,MANHATTAN,40.7447651,-73.9878047,DOB Violation,Close,2018
1188,1110,EASTERN PARKWAY,11213,BROOKLYN,40.668369,-73.9315963,DOB Violation,Close,2020
1189,1555,SEABURY PLACE,10460,BRONX,40.8347421,-73.891465,DOB Violation,Open,2022
1190,164-10,104 ROAD,11433,4,40.6998853,-73.7928927,DOB Violation,Close,2022
1191,315,EAST 9 STREET,10003,BROOKLYN,40.7289606,-73.9863386,DOB Violation,Close,2022
1192,1000,PELHAM PARKWAY S,10461,BRONX,40.856654,-73.859503,DOB Violation,Close,2019
1193,2777,WEST 5 STREET,11223,BROOKLYN,40.5934772,-73.9759118,DOB Violation,Close,2020
1194,111,CLYMER STREET,11249,BROOKLYN,40.705243,-73.96716219999999,DOB Violation,Open,2016
1195,2,WEST END AVE,11235,BROOKLYN,40.5813698,-73.9541356,DOB Violation,Close,2017
1196,1,DEKALB AVENUE,11201,BROOKLYN,40.6909398,-73.9830629,DOB Violation,Close,2021
1197,3314,STEUBEN AVENUE,10467,BRONX,40.8786269,-73.8810718,DOB Violation,Close,2020
1198,301,W 34TH ST,10123,MANHATTAN,40.7521968,-73.9934493,DOB Violation,Close,2020
1199,3415,BAINBRIDGE AVENUE,10467,BRONX,40.8803567,-73.8789566,DOB Violation,Close,2018
1200,18,JACOBUS PL,10034,MANHATTAN,40.8753299,-73.91133599999999,DOB Violation,Close,2018
1201,412,E 147 ST,10455,BRONX,40.81409610000001,-73.9178032,DOB Violation,Close,2021
1202,2,WEST END AVE,11235,BROOKLYN,40.5813698,-73.9541356,DOB Violation,Close,2017
1203,412,E 147 ST,10455,BRONX,40.81409610000001,-73.9178032,DOB Violation,Close,2021
1204,446,KINGSTON AVENUE,11225,BROOKLYN,40.6632908,-73.9431243,DOB Violation,Open,2022
1205,150-15,HILLSIDE AVE,11432,4,40.7070951,-73.8060189,DOB Violation,Open,2016
1206,433,NEPTUNE.AVE,11224,BROOKLYN,40.58093239999999,-73.9695023,DOB Violation,Close,2020
1207,3984,WHITE PLAINS ROAD,10466,BRONX,40.8880342,-73.8600593,DOB Violation,Close,2019
1208,89-34,162 STREET,10452,4,40.8315201,-73.9292727,DOB Violation,Close,2021
1209,2780,WEST 5 STREET,11224,BROOKLYN,40.5812821,-73.97199789999999,DOB Violation,Close,2019
1210,27,W 23 ST,10010,MANHATTAN,40.7421919,-73.9905771,DOB Violation,Close,2020
1211,720,FLUSHING AVENUE,11206,BROOKLYN,40.700066,-73.9433475,DOB Violation,Close,2020
1212,2777,WEST 5 STREET,11223,BROOKLYN,40.5934772,-73.9759118,DOB Violation,Close,2020
1213,162-24,JAMAICA AVE,11433,4,40.7044211,-73.7970689,DOB Violation,Close,2016
1214,2830,OCEAN PKWY,11224,BROOKLYN,40.5808365,-73.9681051,DOB Violation,Close,2019
1215,523,EAST 70 STREET,10021,MANHATTAN,40.7651611,-73.95354850000001,DOB Violation,Open,2016
1216,105,WEST   55 STREET,10019,MANHATTAN,40.7634522,-73.978625,DOB Violation,Close,2011
1217,119,NASSAU AVENUE,11222,BROOKLYN,40.7246043,-73.94909849999999,DOB Violation,Close,2015
1218,141-48,85 RD,11435,4,40.7094503,-73.81496589999999,DOB Violation,Close,2018
1219,138-54,94 AVENUE,11435,4,40.6973893,-73.8107522,DOB Violation,Close,2020
1220,3756,EAST TREMONT AVENUE,10465,BRONX,40.82586999999999,-73.82168899999999,DOB Violation,Open,2022
1221,571,EAST 141 STREET,10454,BRONX,40.8088143,-73.91583969999999,DOB Violation,Open,2022
1222,49,WEST 225 STREET,10463,MANHATTAN,40.8740195,-73.9077087,DOB Violation,Close,2022
1223,286,ASHLAND PLACE,11217,BROOKLYN,40.6867202,-73.9783475,DOB Violation,Close,2021
1224,430,EAST 105 STREET,10029,MANHATTAN,40.7882104,-73.93949429999999,DOB Violation,Close,2022
1225,1224,FLUSHING AVENUE,11237,BROOKLYN,40.70691799999999,-73.924212,DOB Violation,Close,2020
1226,273         ,WEST 131 STREET,10027,MANHATTAN,40.8141875,-73.94795409999999,DOB Violation,Close,2013
1227,3750,EAST TREMONT AVENUE,10465,BRONX,40.8259894,-73.8217923,DOB Violation,Open,2022
1228,91-14,CORONA AVENUE,11373,4,40.7422762,-73.8730054,DOB Violation,Close,2017
1229,38-43,12 STREET,11101,4,40.756924,-73.941626,DOB Violation,Close,2022
1230,89-11,153 STREET,11432,4,40.7048299,-73.8031641,DOB Violation,Close,2021
1231,4624,17 AVENUE,11204,BROOKLYN,40.6309974,-73.98204489999999,DOB Violation,Close,2021
1232,720,FLUSHING AVENUE,11206,BROOKLYN,40.700066,-73.9433475,DOB Violation,Close,2020
1233,144-45,41 AVE,11355,4,40.7612426,-73.8198049,DOB Violation,Close,2021
1234,770 A,HUNTS POINT AVENUE,10474,BRONX,40.816291,-73.88738769999999,DOB Violation,Close,2021
1235,341,WEST 44 STREET,10036,MANHATTAN,40.7595017,-73.9905515,DOB Violation,Close,2015
1236,2550,THIRD AVENUE,10454,BRONX,40.8112849,-73.9265331,DOB Violation,Open,2022
1237,49,W 86TH ST,10024,MANHATTAN,40.7863669,-73.9714769,DOB Violation,Close,2020
1238,622,WEST 168 STREET,10032,MANHATTAN,40.8412426,-73.9409706,DOB Violation,Open,2022
1239,313,EAST 6 STREET,10003,MANHATTAN,40.7272045,-73.9876367,DOB Violation,Open,2022
1240,340,EAST 74 STREET,10021,MANHATTAN,40.7693044,-73.95577639999999,DOB Violation,Close,2021
1241,27,PENNSYLVANIA AVENUE,11207,BROOKLYN,40.6584573,-73.8904498,DOB Violation,Close,2022
1242,23,BARTLETT STREET,11206,BROOKLYN,40.701247,-73.9462937,DOB Violation,Close,2022
1243,432,CLERMONT AVENUE,11238,BROOKLYN,40.6848222,-73.9693777,DOB Violation,Open,2022
1244,374,EAST 9 STREET,10003,BROOKLYN,40.7281311,-73.9850388,DOB Violation,Open,2022
1245,50,EAST    3 STREET,10003,MANHATTAN,40.7251879,-73.989454,DOB Violation,Close,2022
1246,165,AUDUBON AVENUE,10033,MANHATTAN,40.8437179,-73.9357569,DOB Violation,Close,2019
1247,430,CLERMONT AVENUE,11238,BROOKLYN,40.68488019999999,-73.9693777,DOB Violation,Open,2022
1248,526,WEST 111TH ST,10025,MANHATTAN,40.80404679999999,-73.9650064,DOB Violation,Close,2017
1249,30,WEST 87 STREET,10024,MANHATTAN,40.7863336,-73.9702616,DOB Violation,Close,2022
1250,915,WEST END AVENUE,10025,M,40.8009069,-73.96954989999999,DOB Violation,Close,2019
1251,3950,BLACKSTONE AVE,10471,BRONX,40.8905234,-73.9105843,DOB Violation,Close,2018
1252,159-02,JAMAICA AVE,11432,4,40.7032758,-73.79996489999999,DOB Violation,Close,2019
1253,1383,SHORE PARKWAY,11214,BROOKLYN,40.5994472,-74.00677300000001,DOB Violation,Open,2022
1254,720,FLUSHING AVENUE,11206,BROOKLYN,40.700066,-73.9433475,DOB Violation,Close,2020
1255,139-19,31 ROAD,102213,4,6.5988732,3.2794470000000002,DOB Violation,Close,2012
1256,53,CHAUNCEY STREET,11233,BROOKLYN,40.6800933,-73.93381219999999,DOB Violation,Open,2022
1257,3752,EAST TREMONT AVENUE,10465,BRONX,40.8259443,-73.8217463,DOB Violation,Open,2022
1258,720,FLUSHING AVENUE,11206,BROOKLYN,40.700066,-73.9433475,DOB Violation,Close,2021
1259,140,RIVERSIDE BOULEVARD,10069,MANHATTAN,40.7770886,-73.9887893,DOB Violation,Close,2021
1260,233,ROCKAWAY AVENUE,11233,BROOKLYN,40.6745648,-73.91082349999999,DOB Violation,Close,2015
1261,140,RIVERSIDE BOULEVARD,10069,MANHATTAN,40.7770886,-73.9887893,DOB Violation,Close,2021
1262,130,COURT ST,11201,BROOKLYN,40.6895837,-73.9928699,DOB Violation,Close,2021
1263,23-57,79 STREET,10075,4,40.776763,-73.9625093,DOB Violation,Open,2022
1264,432,CLERMONT AVENUE,11238,BROOKLYN,40.6848222,-73.9693777,DOB Violation,Open,2022
1265,473,CENTRAL PARK WEST,10025,MANHATTAN,40.799105,-73.95965699999999,DOB Violation,Close,2022
1266,3534,WAYNE AVENUE,45420,BRONX,39.7384552,-84.1452601,DOB Violation,Close,2020
1267,64,BROOK STREET,4030,STATEN ISLAND,-27.4272275,153.0275687,DOB Violation,Open,2022
1268,406,QUENTIN ROAD,11223,BROOKLYN,40.6066368,-73.9708583,DOB Violation,Close,2022
1269,540,PARK AVENUE,10065,MANHATTAN,40.7645744,-73.9690071,DOB Violation,Close,2022
1270,1,DEKALB AVENUE,11201,BROOKLYN,40.6909398,-73.9830629,DOB Violation,Close,2022
1271,11,BUSH STREET,94111,BROOKLYN,37.7911138,-122.3992453,DOB Violation,Close,2020
1272,535,PARK AVE,10065,MANHATTAN,40.7641609,-73.9684766,DOB Violation,Close,2021
1273,656,FIRST AVENUE,55402,MANHATTAN,44.9785315,-93.2759978,DOB Violation,Close,2022
1274,140,AUDOBON AVENUE,10032,MANHATTAN,40.8431176,-73.936629,DOB Violation,Open,2022
1275,89-34,162 STREET,10452,4,40.8315201,-73.9292727,DOB Violation,Close,2021
1276,105-15,79 STREET,10075,4,40.7756468,-73.9599357,DOB Violation,Open,2022
1277,1675,METROPOLITAN AVE,11211,BRONX,40.7140435,-73.924564,DOB Violation,Close,2018
1278,434,CLERMONT AVENUE,11238,BROOKLYN,40.6847708,-73.9694236,DOB Violation,Open,2022
1279,134,DUANE STREET,10013,MANHATTAN,40.71598059999999,-74.00758789999999,DOB Violation,Close,2020
1280,40-15,61 ST,10065,4,40.7626462,-73.9652998,DOB Violation,Close,2019
1281,412,E 147 ST,10455,BRONX,40.81409610000001,-73.9178032,DOB Violation,Close,2020
1282,4511,3 AVENUE,10457,BRONX,40.8538455,-73.8913127,DOB Violation,Close,2022
1283,215,W 34TH ST,10123,MANHATTAN,40.7515557,-73.9913011,DOB Violation,Close,2021
1284,2286,CROPSEY AVENUE,11214,BROOKLYN,40.5957426,-73.9971511,DOB Violation,Open,2022
1285,110,EAST 53 STREET,10022,BROOKLYN,40.7584461,-73.97133140000001,DOB Violation,Close,2021
1286,341,5TH AVE,10016,MANHATTAN,40.747948,-73.98451399999999,DOB Violation,Close,2021
1287,159-02,JAMAICA AVE,11432,4,40.7032758,-73.79996489999999,DOB Violation,Close,2019
1288,248,HOLLYWOOD AVENUE,90028,4,34.1015455,-118.3402566,DOB Violation,Open,2022
1289,425,MORRIS AVENUE,10451,BRONX,40.8158771,-73.9239285,DOB Violation,Close,2020
1290,159-02,JAMAICA AVE,11432,4,40.7032758,-73.79996489999999,DOB Violation,Close,2016
1291,200,MADISON STREET,10016,BROOKLYN,40.74913799999999,-73.98259329999999,DOB Violation,Open,2022
1292,345,THATFORD AVENUE,11212,BROOKLYN,40.661825,-73.9075716,DOB Violation,Close,2021
1293,473,AMSTERDAM AVENUE,10024,MANHATTAN,40.785419,-73.9764332,DOB Violation,Open,2022
1294,83,WEST 115 STREET,10026,MANHATTAN,40.8012942,-73.9497164,DOB Violation,Open,2022
1295,684,EAGLE AVENUE,10455,BRONX,40.8178475,-73.91001349999999,DOB Violation,Open,2022
1296,3400,WAYNE AVENUE,10467,BRONX,40.8792082,-73.87767749999999,DOB Violation,Close,2020
1297,663 1/2,CITY ISLAND AVENUE,10464,BRONX,40.8562951,-73.7919333,DOB Violation,Open,2022
1298,91-14,CORONA AVENUE,11373,4,40.7422762,-73.8730054,DOB Violation,Close,2015
1299,600,ALBANY AVENUE,11203,BROOKLYN,40.6586799,-73.9402247,DOB Violation,Close,2021
1300,735,PELHAM PARKWAY NORTH,10467,BRONX,40.8581057,-73.8659179,DOB Violation,Close,2021
1301,286,ASHLAND PLACE,11217,BROOKLYN,40.6867202,-73.9783475,DOB Violation,Close,2021
1302,105-15,79 STREET,10075,4,40.7756468,-73.9599357,DOB Violation,Open,2022
1303,190,E MOSHOLU PKWY SO,10458,BRONX,40.8742949,-73.883753,DOB Violation,Close,2020
1304,2995,INDEPENDENCE AVENUE,20004,BRONX,38.8870088,-77.049955,DOB Violation,Close,2022
1305,3400,WAYNE AVENUE,10467,BRONX,40.8792082,-73.87767749999999,DOB Violation,Close,2020
1306,236,WEST 37 STREET,10018,MANHATTAN,40.753417999999996,-73.9909418,DOB Violation,Close,2017
1307,770         ,HUNTS POINT AVENUE,10474,BRONX,40.8163315,-73.8873421,DOB Violation,Close,2016
1308,58,IRVING PLACE,10003,M,40.7360248,-73.9868259,DOB Violation,Close,2019
1309,23,BARTLETT STREET,11206,BROOKLYN,40.701247,-73.9462937,DOB Violation,Close,2022
1310,104,CHARLTON STREET,10013,M,40.7272004,-74.0082765,DOB Violation,Close,2019
1311,86-11,34TH AVE,11372,4,40.754534,-73.8808019,DOB Violation,Close,2018
1312,55,E 88 ST,10128,MANHATTAN,40.7794494,-73.9514135,DOB Violation,Close,2018
1313,2084,5 AVENUE,10027,MANHATTAN,40.8087095,-73.9409261,DOB Violation,Open,2022
1314,301,HENRY STREET,10002,MANHATTAN,40.7142218,-73.9826586,DOB Violation,Close,2012
1315,452,FORT WASHINGTON AVENUE,10033,MANHATTAN,40.8501668,-73.9381405,DOB Violation,Close,2011
1316,325,WEST BROADWAY,10013,MANHATTAN,40.7219513,-74.0038005,DOB Violation,Open,2022
1317,526,WEST 111TH ST,10025,MANHATTAN,40.80404679999999,-73.9650064,DOB Violation,Close,2015
1318,530,FULTON STREET,11217,BROOKLYN,40.6889209,-73.9816898,DOB Violation,Close,2019
1319,720,FLUSHING AVENUE,11206,BROOKLYN,40.700066,-73.9433475,DOB Violation,Close,2021
1320,301,HENRY STREET,10002,MANHATTAN,40.7142218,-73.9826586,DOB Violation,Close,2012
1321,83,WEST 115 STREET,10026,MANHATTAN,40.8012942,-73.9497164,DOB Violation,Open,2022
1322,175-30,LONG ISLAND EXPRESSWAY,11746,4,40.8009424,-73.3342678,DOB Violation,Close,2021
1323,91-14,CORONA AVENUE,11373,4,40.7422762,-73.8730054,DOB Violation,Close,2015
1324,425,MORRIS AVENUE,10451,BRONX,40.8158771,-73.9239285,DOB Violation,Close,2020
1325,267,7 AVENUE,11215,BROOKLYN,40.6714728,-73.9873309,DOB Violation,Close,2018
1326,273         ,WEST 131 STREET,10027,MANHATTAN,40.8141875,-73.94795409999999,DOB Violation,Close,2013
1327,52,WEST 126 STREET,10027,MANHATTAN,40.807676,-73.9437669,DOB Violation,Close,2020
1328,341,5TH AVE,10016,MANHATTAN,40.747948,-73.98451399999999,DOB Violation,Close,2020
1329,155,E 52ND ST,10022,MANHATTAN,40.7574337,-73.97037639999999,DOB Violation,Close,2021
1330,200,MADISON STREET,10016,BROOKLYN,40.74913799999999,-73.98259329999999,DOB Violation,Open,2022
1331,636,FAILE STREET,10474,BRONX,40.8134079,-73.88591819999999,DOB Violation,Close,2022
1332,183,JAVA STREET,11222,BROOKLYN,40.7319401,-73.95327189999999,DOB Violation,Close,2022
1333,144-45,41 AVE,11355,4,40.7612426,-73.8198049,DOB Violation,Close,2021
1334,444,BROADWAY,12204,MANHATTAN,42.7013161,-73.7170417,DOB Violation,Close,2019
1335,48,WEST 21ST STREET,10010,MANHATTAN,40.7410042,-73.992897,DOB Violation,Close,2019
1336,88-05,MERRICK BOULEVARD,11432,4,40.7086846,-73.7955805,DOB Violation,Close,2021
1337,952,BEDFORD AVENUE,11205,BROOKLYN,40.6921675,-73.9559213,DOB Violation,Open,2022
1338,777,WEST END AVE,10025,MANHATTAN,40.79655959999999,-73.9726702,DOB Violation,Close,2018
1339,3201,GR CONCOURSE,10468,BRONX,40.8768598,-73.88590119999999,DOB Violation,Close,2018
1340,86-21,112 STREET,10026,4,40.7993792,-73.9513176,DOB Violation,Close,2021
1341,340,EAST 74 ST,10021,MANHATTAN,40.7693044,-73.95577639999999,DOB Violation,Close,2016
1342,135-20,39 AVENUE,11354,4,40.7596675,-73.83138579999999,DOB Violation,Close,2020
1343,86-11,34TH AVE,11372,4,40.754534,-73.8808019,DOB Violation,Close,2018
1344,337,OCEAN PARKWAY,11218,BROOKLYN,40.6411123,-73.9730809,DOB Violation,Close,2022
1345,790,BUSHWICK AVENUE,11221,BROOKLYN,40.6947857,-73.92840439999999,DOB Violation,Close,2018
1346,34-56,92 STREET,10128,4,40.784578,-73.95629269999999,DOB Violation,Close,2020
1347,245,WEST 63 STREET,10023,MANHATTAN,40.7739692,-73.9878444,DOB Violation,Close,2021
1348,86,THOMAS STREET,10013,MANHATTAN,40.7171339,-74.00860469999999,DOB Violation,Close,2021
1349,1517,BUSHWICK AVENUE,11207,BROOKLYN,40.6828413,-73.9058314,DOB Violation,Close,2021
1350,23,W 36TH ST,10018,MANHATTAN,40.7504487,-73.9848509,DOB Violation,Close,2019
1351,1295,MADISON AVENUE,10128,MANHATTAN,40.7847977,-73.9556597,DOB Violation,Close,2022
1352,135-09,83RD AVE,11435,4,40.71279029999999,-73.8218527,DOB Violation,Close,2021
1353,5401,7 AVENUE,10018,BROOKLYN,40.7517748,-73.9900696,DOB Violation,Open,2022
1354,52,WEST  126 STREET,10027,MANHATTAN,40.807676,-73.9437669,DOB Violation,Close,2015
1355,117,EAST 64 STREET,10065,MANHATTAN,40.7659242,-73.9666891,DOB Violation,Open,2020
1356,110,EAST 53 STREET,10022,BROOKLYN,40.7584461,-73.97133140000001,DOB Violation,Close,2020
1357,1776,EASTCHESTER ROAD,10461,BRONX,40.8494193,-73.8429704,DOB Violation,Close,2022
1358,550,CAULDWELL AVENUE,10455,B,40.8146222,-73.91005609999999,DOB Violation,Close,2019
1359,53,CHAUNCEY STREET,11233,BROOKLYN,40.6800933,-73.93381219999999,DOB Violation,Open,2022
1360,425,MORRIS AVENUE,10451,BRONX,40.8158771,-73.9239285,DOB Violation,Close,2020
1361,139-25,31 ROAD,102213,4,6.5988732,3.2794470000000002,DOB Violation,Close,2012
1362,438,UNION AVENUE,38103,BROOKLYN,35.1403152,-90.04280709999999,DOB Violation,Close,2019
1363,273,WEST 131 STREET,10027,MANHATTAN,40.8141875,-73.94795409999999,DOB Violation,Close,2020
1364,1091,GATES AVE,11221,BROOKLYN,40.6902991,-73.92158169999999,DOB Violation,Close,2021
1365,412,E 147 ST,10455,BRONX,40.81409610000001,-73.9178032,DOB Violation,Close,2020
1366,401,HARDING PARK,94132,BRONX,37.7248228,-122.4932023,DOB Violation,Close,2021
1367,82,WEST BROADWAY,10007,MANHATTAN,40.7151623,-74.00971919999999,DOB Violation,Close,2021
1368,6,CHATHAM SQUARE,10038,MANHATTAN,40.7139709,-73.9983144,DOB Violation,Open,2022
1369,89-34,162 STREET,10452,4,40.8315201,-73.9292727,DOB Violation,Close,2019
1370,3950,BLACKSTONE AVE,10471,BRONX,40.8905234,-73.9105843,DOB Violation,Close,2017
1371,26,WEST 9 STREET,10011,MANHATTAN,40.7332779,-73.99744919999999,DOB Violation,Close,2019
1372,3534,WAYNE AVENUE,45420,BRONX,39.7384552,-84.1452601,DOB Violation,Close,2020
1373,636,FAILE STREET,10474,BRONX,40.8134079,-73.88591819999999,DOB Violation,Close,2015
1374,720,FLUSHING AVENUE,11206,BROOKLYN,40.700066,-73.9433475,DOB Violation,Close,2020
1375,341,5TH AVE,10016,MANHATTAN,40.747948,-73.98451399999999,DOB Violation,Close,2020
1376,155,MONTAGUE STREET,11201,BROOKLYN,40.6947948,-73.9930921,DOB Violation,Close,2013
1377,273,WEST 131 STREET,10027,MANHATTAN,40.8141875,-73.94795409999999,DOB Violation,Close,2021
1378,329,WEST 112 STREET,10026,MANHATTAN,40.80246,-73.9583689,DOB Violation,Close,2015
